Cmpnd_short,Cmpnd_full,Formula,Mass,RT,CAS_ID,p_mix3,p_mix4,p_mix5,p_mix6,p_mix7,p_mix8,p_mix9,p_set1_blue_546_R2,p_set1_blue_617_R4,p_set1_blue_618_R1,p_set1_blue_648_R3,p_set1_blue_669_L1,p_set1_blue_713_R2,p_set1_blue_773_R8,p_set1_gray_551_L2,p_set1_gray_573_R2,p_set1_gray_608_R3,p_set1_gray_796_L1,p_set1_gray_796_R5,p_set1_gray_843_L4,p_set1_gray_843_L5,p_set1_green_574_R1,p_set1_green_592_L3,p_set1_green_593_R1,p_set1_green_614_R4,p_set1_green_675_L6,p_set1_green_675_L9,p_set1_green_773_L2,p_set1_pink_670_L3,p_set1_pink_672_L1,p_set1_pink_686_R1,p_set1_pink_751_L1,p_set1_pink_754_L1,p_set1_pink_847_R2,p_set1_pink_847_R3,p_set1_purple_552_R5,p_set1_purple_552_R6,p_set1_purple_605_L3,p_set1_purple_608_L1,p_set1_purple_611_L4,p_set1_purple_621_L1,p_set1_purple_843_L7,p_set1_yellow_599_L3,p_set1_yellow_666_R2,p_set1_yellow_670_R3,p_set1_yellow_672_R5,p_set1_yellow_751_L3,p_set1_yellow_751_R4,p_set1_yellow_847_R6,p_set2_blue_561_L3,p_set2_blue_592_R4,p_set2_blue_617_L3,p_set2_blue_617_L4,p_set2_blue_669_L2,p_set2_blue_669_L4,p_set2_blue_675_R2,p_set2_blue_772_R1,p_set2_gray_551_R3,p_set2_gray_610_L2,p_set2_gray_611_L5,p_set2_gray_621_R1,p_set2_gray_621_R2,p_set2_gray_796_L2,p_set2_gray_796_R1,p_set2_gray_796_R4,p_set2_green_593_R3,p_set2_green_661_R2,p_set2_green_675_L1,p_set2_green_675_L3,p_set2_green_675_L7,p_set2_green_772_L2,p_set2_green_773_R7,p_set2_pink_670_L2,p_set2_pink_670_L5,p_set2_pink_670_L6,p_set2_pink_730_L3,p_set2_pink_730_R1,p_set2_pink_754_L3,p_set2_pink_847_L1,p_set2_purple_552_L1,p_set2_purple_552_R2,p_set2_purple_552_R4,p_set2_purple_573_R4,p_set2_purple_608_L4,p_set2_purple_610_R2,p_set2_purple_632_R1,p_set2_purple_843_L2,p_set2_yellow_599_R2,p_set2_yellow_670_R4,p_set2_yellow_672_R1,p_set2_yellow_672_R6,p_set2_yellow_686_R2,p_set2_yellow_752_L1,p_set2_yellow_753_R3,p_set2_yellow_847_L4,p_solv2
pC114,Nicotinamide Mononucleotide,C11 H15 N2 O8 P,334.0567,8.98,1094-61-7,2411.509729,3210.251482,3794.174865,2601.968788,3790.287301,2115.75559,4458.206549,2089.686448,2391.986927,4690.323955,4999.444539,241.3618107,1107.03627,3738.65116,3139.057177,2292.523171,523.3571502,2886.686026,9157.507098,3213.524024,3957.463087,3007.327152,1829.33854,2154.428447,1425.199225,10227.78361,4139.711421,10425.79004,2550.944703,2974.820907,9655.210712,804.8568679,2724.995314,14476.42185,3570.388182,1812.082056,3358.708299,974.7796114,4744.190016,3275.842414,1759.247106,9840.932363,2746.298913,10456.15869,13001.70946,14335.60915,1608.238832,2758.035575,4696.937836,4355.535583,2129.396045,4693.718227,10652.21635,,259.2665044,2183.577033,373.1312931,1683.121914,9345.380744,387.1591064,971.2012838,1730.704509,7911.581341,13476.70942,8851.397521,1843.990157,3428.845938,635.1286747,10618.17163,6000.798111,224.2167807,3460.791241,5206.527238,895.4440523,220.5542239,9948.164181,2544.067515,1438.240002,4076.455281,4107.962311,1706.479637,7059.269722,998.3416006,1154.912993,1299.490018,100.7872327,6535.967391,1726.679731,1522.01408,2855.866121,4260.615385,7793.802915,995.9348164,3083.035039,3442.155477,214.7833879
pC115,3-Phosphoglyceroinositol,C9 H19 O11 P,334.067,7.4,00-00-006,5703.758361,5725.980604,5460.591241,5274.102871,5387.541344,4262.667391,3820.199072,10376.62865,9062.208,3692.729029,3706.238905,4089.345779,3774.79636,2355.440107,2736.176515,8885.335698,2237.360864,1379.898424,2118.786943,2041.583552,2794.204525,3727.027553,2697.764447,2199.539474,2219.025406,3894.875832,2911.780238,3150.616012,4825.794404,2579.282408,1992.726668,4625.782106,6334.796734,3662.269272,3195.114004,3989.581046,5035.830857,1551.577176,3254.850656,3460.587685,2793.425819,3252.239624,4072.676685,5634.351874,1943.386177,3109.954561,4813.799117,6506.906151,1523.700043,9297.003937,2367.501476,9797.19973,11284.20395,3667.769729,2966.310228,1884.715181,10336.51534,3341.658276,4669.287313,1611.405212,3139.076675,3863.300073,2932.00163,4042.594908,2270.421588,3939.735848,4797.945858,7341.276449,3886.688967,4498.238587,12829.85863,2326.176701,3086.238877,5815.633362,4106.850781,4044.451982,2547.989449,8506.605507,3927.294585,2946.045766,3418.608477,3681.534472,9890.806877,2042.022013,1570.823539,,3386.531509,5151.325964,5189.153521,2856.848467,3377.007674,3454.581689,4008.926525,3478.261867,2552.331599,281.0976969
pC116,Sucrose,C12 H22 O11,342.1164,6.44,57-50-1,321.4816669,468.1646866,256.9106746,,365.456762,338.7081586,684.1046922,106.3421812,382.6877781,519.4278403,1780.356581,,257.2199876,398.6868105,1541.172764,264.094424,442.8321936,,444.7585398,108.4139845,458.9540741,,265.7261866,381.6514058,228.7671036,818.9135279,126.3538181,516.9500879,223.1834981,799.0699514,510.4336108,489.7851897,257.2473844,708.6638879,140.6450932,148.5800724,414.3728103,133.1855689,,269.8070621,496.3914122,,1114.999943,859.5885179,331.4130456,246.8110132,277.0532378,176.6128947,264.3424149,267.9961886,961.55332,470.2759719,,108.3745252,240.4192283,540.4855076,133.0511592,,710.0564651,,965.0132675,2754.315765,117.9145067,986.3358511,594.5338069,,284.6585139,9442.726562,641.1891455,,2495.391128,807.9291142,415.6872121,397.5311342,169.9694144,207.6025991,274.0763878,294.0262045,474.3610728,500.5390649,357.4302489,203.1108427,107.0646326,67.74029498,136.2237077,,258.2075558,515.5957024,4320.10659,233.5217069,107.8652208,204.2554055,125.37,247.1272494,232.6988688,324.5186139
pC117,Dodecanoylcarnitine,C19 H37 N O4,343.2748,1.02,25518-54-1,48206.86193,45820.42811,46064.04882,41008.32121,43792.56934,39961.69408,37947.79273,14085.83063,31603.00532,24843.08589,23792.14341,10447.7227,32356.25674,29997.14841,25764.30034,25925.08382,21553.13766,14856.45319,10538.67859,31596.49761,32392.68469,20496.923,13659.08484,10782.72847,9313.034407,16881.36741,9753.253037,32306.27415,98595.77527,19333.80055,8850.781521,59668.51992,99352.91668,14384.49959,18926.3204,36251.6415,28129.99258,37689.4732,24311.38343,29594.0372,33662.20933,24012.55021,62695.17055,25246.70636,40662.78542,21858.54557,99864.80204,61292.28688,19039.84694,37601.39597,19857.02695,44008.49567,45445.57224,7555.771473,8924.089915,7185.783795,49066.27914,16534.50662,88938.1679,29869.55676,32241.71189,30276.92679,38170.56931,19920.63599,34584.97917,30999.51784,17017.3398,32534.78994,21414.59524,21531.97922,19638.41661,32742.42169,44084.25344,109350.132,99790.74032,13709.6423,9371.965491,62648.04061,16422.39906,36255.94222,21393.69997,33640.59448,38973.48515,40133.35611,13088.92543,27776.69205,18780.61856,55531.53269,107115.6743,21428.24539,18625.11662,7308.542907,34307.98993,18532.48286,16652.88384,10138.76404
pC118,dGMP,C10 H14 N5 O7 P,347.0631,8.35,902-04-5,31423.60896,32717.00286,32917.42116,32115.20642,31210.12928,26506.12075,27548.89893,35094.66633,38399.69577,32632.12037,21561.20177,20374.80222,19240.14295,22585.68153,32003.0695,30596.09139,26758.16287,17938.65825,25753.50465,26140.77942,27670.5597,29734.45007,43439.57218,28309.6888,25198.09098,35979.6228,23917.76199,32459.48085,29804.25185,26706.94544,32392.69694,17324.66808,25684.2805,37280.28825,29797.41494,27984.10748,36083.52166,28488.66167,32666.42773,24006.40088,23134.74368,37230.94319,25432.94332,30309.1079,38650.6311,35918.98329,20250.29551,25756.13624,21854.56916,38519.95627,41301.28995,39355.66564,40536.57692,15057.42666,16489.88518,33120.05033,22175.1691,34848.49471,45584.22442,20780.00001,17692.21131,21217.93888,31231.10714,36924.95249,39506.93521,33931.51246,33905.77141,31769.25225,36615.44261,42053.44927,35850.02718,20791.74057,24904.45754,27141.53283,17758.49001,43530.54731,23989.38273,33387.75311,31698.56356,31120.30675,29353.64544,29560.80999,17210.84339,30373.47273,24149.81071,666.5167456,28220.78409,32122.61642,31991.54389,17910.13351,23858.8502,28304.93677,23260.18837,26807.25498,35989.09723,2259.706519
pC119,AMP,C10 H14 N5 O7 P,347.0633,7.43,61-19-8,992697.4212,993481.7565,988095.525,965068.6898,827322.7615,814359.9415,749122.1537,1137887.147,1103494.069,923965.4811,522690.0369,526813.6475,600482.0283,474543.7279,910055.4762,793430.7644,794672.8622,426467.0563,880499.6041,824686.5888,846417.2179,588915.0991,1385196.42,826742.1222,985719.5445,804143.6215,722018.7212,993463.9051,934679.9512,758793.5669,1280628.187,463237.2614,731855.5574,990637.4825,892036.998,878317.3836,1217082.674,860368.8767,733948.5924,636307.2566,581410.0566,930060.6833,764947.0236,905380.4859,842229.5842,822640.9283,474862.507,496127.4736,752832.4038,1306667.395,1446322.324,1282689.147,998245.342,604595.2866,576938.0438,1127395.651,588132.7833,861626.8803,1163820.468,740297.641,504031.7575,736952.262,939657.9758,1094560.341,1507655.399,768744.616,1113566.51,833436.7117,1141168.265,1525407.884,1123833.411,553046.6963,541168.7251,540318.412,668757.8862,1249418.236,949315.4943,1046253.805,976235.8815,959308.0765,935897.6815,596246.4178,717547.5909,875608.0062,1004134.56,25325.22344,832926.706,872386.4478,847478.0267,558990.1242,796716.7635,937664.2758,661402.2173,764811.3219,1259053.451,18115.97103
pC120,1-Oleoylglycerol,C21 H40 O4,356.292,0.73,111-03-5,82697.797,81316.3303,86545.68453,78350.6651,68931.04715,66573.62907,63273.70509,51676.98028,85064.46204,62943.30786,37724.6182,74662.84518,11535.66429,13037.31033,34495.39447,35616.50945,48504.59207,137378.7186,118506.9476,201448.0447,237317.6531,30055.72159,46177.35083,41623.52478,40665.71934,151050.6902,202482.8075,44835.05515,63083.82366,147423.2694,28294.28139,64039.23481,68926.76249,118885.9346,188864.1086,33510.17594,43238.74992,37376.39284,46662.16402,42063.62124,37039.10881,124878.4035,26241.74426,31717.26089,82897.43583,108049.5496,71759.30952,80519.58454,90012.62249,62594.82679,48289.68419,91427.67326,53821.41179,78842.90554,44609.04769,151479.9287,44854.71446,35715.18273,33356.2472,31772.79193,40344.4536,53593.00503,160313.403,152143.6321,172668.8348,38162.82198,28245.8385,176949.2198,155197.0678,197598.558,33496.19226,19121.49197,62743.56964,66772.68622,59019.437,37482.46264,39770.07984,112766.4148,274535.3274,54451.4441,39355.36143,45870.72768,37885.03956,72261.21569,43595.06033,27850.70427,115113.0742,36288.02468,100411.6726,159802.3334,102068.0578,21592.30814,76528.89727,151986.6939,136775.4241,10686.81506
pC121,GMP,C10 H14 N5 O8 P,363.0581,8.07,85-32-5,42146.06945,42358.21004,38908.95586,36656.80176,40799.06381,30206.44685,29176.04468,68661.62218,44202.74569,36991.61747,21432.34159,20149.56598,19738.30291,23213.87422,32734.11842,28767.80151,23508.46292,15536.7945,32800.41222,20555.697,23020.86751,21963.45171,52245.21182,34641.34146,27368.73668,36753.39871,22544.57011,41428.57917,39567.03105,17353.39394,36972.24748,10811.72379,50003.76287,48580.39651,25490.01146,25743.66387,41792.27144,26097.1202,36349.62329,25376.27501,15496.51116,37309.98849,29041.12492,33488.84922,38286.30023,39394.69972,13746.60718,24878.37406,19604.00402,107768.102,58928.33914,67749.01446,47956.15072,53946.49743,32649.67426,35788.17657,34542.81841,39427.4857,54382.05103,17922.28801,11330.40179,17326.65431,22588.61213,40242.08922,45175.81526,42248.67183,42915.98602,44544.3906,40433.31679,49464.15958,75814.36757,18568.86694,23505.21348,27664.78771,25607.37936,75008.2728,36025.06457,47198.9845,45392.65362,30282.64061,26680.48866,23282.1281,16543.43045,28065.69939,27264.72738,204.3165682,21374.14742,32560.48858,38061.89881,15759.90589,20386.03831,51991.61872,19356.53748,35907.80393,38382.87989,1034.361428
pC122,S-Lactoylglutathione,C13 H21 N3 O8 S,379.1048,6.57,54398-03-7,19348.57884,18046.2747,17817.23136,15505.56029,13460.62443,11799.25943,11360.03499,21615.37044,18259.27386,13153.13494,35170.04212,5124.549392,11916.11312,17436.37976,29959.98461,17105.39145,17821.07016,17424.37611,16042.29198,33041.67394,16863.11082,17242.30388,18866.68096,25571.55803,37643.74109,6661.920305,16765.23206,27702.214,10679.97159,12695.39611,15400.63936,23551.74998,13958.25491,18009.29885,20488.16197,15195.08291,16402.03653,8751.008856,16503.91121,8043.879633,8823.239109,22204.58539,17700.63942,10176.99044,14270.98525,10040.5825,1568.067922,18312.3342,11212.72622,19101.45077,12950.70563,8397.356715,8930.298287,18020.3631,23418.17552,8866.485092,26921.94104,17670.77612,25326.4524,17513.56355,34959.54387,39068.64141,16933.23211,6516.772501,8830.769835,18019.67527,10685.88882,10938.61051,10505.2679,11226.41831,29624.59848,25124.8623,19548.86604,10461.9673,18657.07189,8844.942627,21550.73153,20993.63404,16146.68404,25370.25228,13226.66192,18490.23897,14181.25815,12595.34094,8866.762549,108.1351807,16631.44923,19348.18066,20762.94004,25732.35641,12247.73671,31371.18134,14225.09872,25290.54888,13581.00149,137.8482498
pC123,S-Adenosylhomocysteine (SAH),C14 H20 N6 O5 S,384.1224,7.03,979-92-0,35658.62094,36126.06168,37264.43242,38948.37015,31552.34414,29375.55715,30498.43485,38630.25994,31542.51809,25869.33843,24460.92481,43021.89127,21046.99648,23937.55261,24263.1945,29297.82962,24985.16909,21318.24571,23586.22072,29130.91752,28238.79678,23912.56689,43994.28785,23194.70483,42602.34178,26679.78894,22471.98483,31602.98099,31387.96633,26417.56472,31888.41452,20028.60373,28060.49609,27573.00641,37880.11442,28703.75976,24973.48645,19872.36251,22847.45988,18680.08621,20797.031,27943.10594,30365.20624,31920.07923,38130.98513,40559.25951,24641.45548,22737.57697,34911.90709,54492.45222,48494.81724,37293.4456,33781.52252,27299.22625,28351.59893,35125.97021,40212.31482,30877.05826,35144.73539,29400.94447,36218.84742,30651.64368,36373.37572,34124.2513,48806.04671,31686.45665,37121.46252,60758.16956,44150.76891,43930.27742,37037.49135,23231.14163,39831.95962,42642.43988,30449.96429,58058.72257,56038.07581,45596.68294,48382.68883,49000.28271,53332.12043,35183.86432,37261.10296,48883.35049,58585.93501,13395.47901,47485.23817,43028.46247,45109.09448,39879.38392,48600.14222,62160.41909,44686.23521,34087.04012,49036.00179,13924.81961
pC124,S-Adenosylmethionine (SAM),C15 H22 N6 O5 S,398.1375,9.68,29908-03-0,648543.2251,650447.3189,657846.1293,560008.824,543016.2329,483036.5749,450565.2177,522072.9307,839527.6138,503861.6232,497572.0358,711413.8036,346709.2045,540489.947,401389.0669,583826.9478,387740.6452,431431.5595,414136.9941,590025.9312,629842.5384,510169.9658,686675.8868,368853.0465,292589.4506,418687.8882,527603.4207,621290.7306,600593.114,661714.3138,385157.4002,413731.7136,284671.9865,349147.7614,783265.9999,637571.7833,634554.6033,549595.8785,608418.524,522241.0943,622528.5257,523678.1952,716627.5945,1012591.913,639757.3076,657141.9652,475453.0307,544994.831,585860.4172,309120.4472,517734.3666,534192.673,552625.502,224887.4764,229612.815,367438.5451,878090.6705,419474.8867,525909.256,293108.817,452084.5006,460047.8844,489906.8767,474633.8813,499336.1649,425205.1555,396304.16,573280.6941,536112.6939,503478.2277,759687.3923,355996.5635,551023.5822,452775.9468,278008.6154,379258.8357,283164.6102,382707.455,853899.2429,687051.3628,470014.3609,485213.7688,395361.4217,361687.5443,177353.7273,12417.9552,429864.6138,748351.0429,521800.881,712944.7675,479387.028,208261.4914,540715.0972,608719.8648,510522.9218,22142.1364
pC125,CDP,C9 H15 N3 O11 P2,403.0171,8.26,63-38-7,65079.75092,65893.12055,67850.8164,56104.97487,55531.95753,45871.54998,43548.78765,44940.8584,33476.25263,63940.75969,56567.57233,22112.84777,30163.19104,59338.7306,70811.11335,40673.04183,53980.74323,34786.7977,35853.06351,81160.83816,80030.21612,91104.28205,27752.4971,58623.87688,46662.03687,45378.20549,53481.03379,45359.00432,54423.33499,72049.25485,58253.34034,30152.05886,20139.45706,45316.05339,53103.20382,70665.54373,74666.88477,55395.26599,58890.55233,66347.94973,68412.18991,70990.91471,71609.31994,38763.98721,52332.37031,63753.56209,23857.24632,43522.04009,35485.12257,31177.47874,34395.23983,16663.26296,33913.72287,17578.75651,36965.09118,66599.50496,65389.8629,63781.50778,66371.8069,62936.00941,74709.42243,88317.14112,96038.49176,60005.58632,87150.30716,60040.32305,21604.54259,33648.44064,75545.01759,80763.99608,54019.2778,67648.60579,57131.69051,46304.98203,28967.77758,28029.91146,49823.57256,35437.55271,58555.28207,107413.5422,82001.73345,82559.19003,46405.21778,58040.96085,26852.32036,,88100.4542,74251.9641,49840.29061,74531.37216,72222.06255,33608.90826,53082.58076,46430.41584,64723.20326,860.5926501
pC126,UDP,C9 H14 N2 O12 P2,404.0047,7.9,58-98-0,36573.83334,36390.38855,38006.77912,33143.6505,35217.41491,26109.3968,29458.65271,21251.55901,17150.03325,33600.46677,37026.5712,12095.9961,22221.22839,37614.72179,42662.09571,20024.81284,38633.828,25028.35562,25683.67451,50341.34879,48916.72669,46927.48526,12988.04018,30667.64092,28340.55917,36450.80694,30025.07642,25224.71208,29100.32074,42024.83487,28884.57949,20042.0962,11627.48768,30133.34915,28545.19928,43004.8771,46697.74348,35972.77798,43119.31254,38962.75374,42183.35209,52117.58803,37960.33674,21613.4483,34957.12031,45123.76954,14348.18759,26653.01175,21811.29078,18356.97029,18617.52767,7963.576998,20819.21586,4963.195275,16492.39896,39480.66522,34525.27317,44445.9221,46386.27238,38096.63348,52281.47241,51663.87659,61097.52966,35518.20826,55343.5861,38320.49069,10977.4615,17359.1023,42518.29497,42622.79727,28495.12309,35722.88149,33839.77418,27107.79937,19155.73507,21108.75199,25529.79108,19193.88941,32356.20363,56194.43233,43742.62468,48615.30607,23763.12757,35334.41927,20682.50283,,51867.21135,40035.5442,28091.20249,45606.54875,43269.40294,23235.43834,31050.41207,28859.06224,35187.48687,997.54721
pC127,dADP,C10 H15 N5 O9 P2,411.0344,7.76,02793-06-8,728.4980042,1483.341505,1878.738812,1377.963169,613.8643512,1197.060829,1236.340335,423.4384679,1177.357155,4624.195087,1451.512871,639.5879084,988.2930648,842.1685387,1336.78385,2234.748158,1077.023608,778.4245364,2019.026079,2445.569433,2845.834144,509.8741586,2145.461189,916.387925,1367.991069,869.4728156,1328.154489,1075.419506,102.4346928,541.812898,783.7796325,124.5174953,353.4584992,1497.253487,2632.106049,1810.548039,1022.40038,562.5218669,852.5283616,1176.747543,1017.276842,2259.958625,1007.016952,1641.264761,962.7633801,428.80108,114.0796286,549.6611241,1579.249772,623.3183619,1678.717747,907.5124281,1421.331098,243.3878691,666.6261491,1045.25232,250.052696,438.33743,3891.827599,483.5754961,2150.656611,2225.366433,4207.907108,2216.915083,3350.1043,1061.401541,983.2919202,1411.87194,3031.503709,1643.693815,829.042712,2486.263487,1260.617594,608.682763,620.5149141,620.0820384,913.5924796,1259.795358,3608.051201,2217.148218,2473.240799,1592.097278,529.1921832,1157.949196,2133.748273,,2069.040648,1785.82624,851.0725045,457.730699,627.8962865,174.1387705,555.3011785,1121.317495,2511.806362,
pC128,dGDP,C10 H15 N5 O10 P2,427.0291,8.08,102783-74-4,106049.9135,105078.1267,106666.116,94648.8279,101193.0697,85613.36287,70381.33974,71502.18353,98113.99764,77517.04526,72106.69465,83237.28788,62684.14925,124621.0875,80938.59564,89131.92683,61548.74152,100644.2093,71209.51113,97517.44943,114461.8323,95172.06701,79090.13769,73224.62403,47738.09175,93051.27738,93287.9386,110948.3576,101716.2717,98075.49799,64757.77211,65418.84011,62469.51224,71546.81328,99022.97719,117383.3723,100803.6125,86003.22012,103758.9198,93362.35223,84841.34806,111324.7653,91983.62768,93674.24777,88176.46154,106323.5803,77530.56207,100447.8269,72270.2035,61833.31598,74928.99254,56415.06695,90315.47446,30628.73918,45079.38825,84725.76074,113204.8948,115648.8655,132998.2126,60985.39299,51784.30106,89369.4906,124653.3557,95266.38265,106586.0289,136756.594,69411.60339,125197.7363,96418.07317,94820.01806,120610.0479,83754.96414,108997.6251,109826.9721,65916.28485,54021.56077,64531.61389,97060.81968,149338.3005,127041.7638,110834.1863,133915.6803,57885.87537,93480.1784,49072.64315,4147.86401,99565.04938,121337.562,96792.63709,86238.20357,67660.2011,61773.408,79986.6661,108664.4944,95762.37634,8325.866725
pC129,ADP,C10 H15 N5 O10 P2,427.0295,7.83,58-64-0,239198.1942,248164.3873,243703.5478,216740.6436,158193.6021,164849.1043,167805.0464,230618.3534,139010.947,225021.4032,192013.6332,158292.5396,209133.4995,193658.8206,316384.5529,165916.3557,272050.0026,132291.4804,184566.0525,214019.8693,249335.1574,233599.9563,137083.909,223399.4532,300534.876,129337.3359,186851.4605,218007.5463,218371.8278,221882.4084,231572.5298,158663.9086,129908.8302,150500.0203,188703.2658,255196.3994,301108.8143,221995.2752,169817.1777,180507.7301,212657.8824,178813.8135,282482.7083,152539.5036,213606.0753,174908.2395,123749.2639,141881.5481,181545.3983,194214.7077,146959.4484,98538.72296,113554.9882,88077.95371,111147.7603,228018.2854,232626.7604,168466.2993,233839.4426,263398.316,458481.5211,329749.0762,304302.6412,187947.7227,369309.2279,216944.9713,183748.7406,206310.9067,225489.8772,274544.6188,293465.6645,300478.4784,183503.2011,146465.8738,247544.843,108522.4431,252915.0544,252881.1204,329960.5793,368392.3113,328316.0512,221211.4367,276905.1146,218212.6464,109313.2768,654.6483287,234066.2699,320013.158,232161.1236,216802.0011,233969.7343,140976.6166,240276.8687,210175.3356,206585.1638,2510.323348
pC130,alpha-Tocopherol,C29 H50 O2,430.3769,0.7,59-02-9,36220.25706,42204.46731,37163.02287,44061.70432,40786.19491,42897.41393,36686.64958,51539.8107,65010.00109,47038.6582,58540.38881,37249.8832,26195.18269,34228.58507,25799.82222,46582.50381,42968.82213,10731.71652,13733.0889,23777.44451,24971.41713,35884.6968,38977.97159,32415.64044,43106.19228,26180.32288,2507.916923,40944.5866,43428.58696,26087.12814,31405.68876,41904.82053,36825.99,18204.46733,20095.3844,51797.53874,55722.42358,46312.29509,56237.89221,58096.15739,42777.03085,29453.48926,39112.63695,28211.93642,34418.20021,27355.97291,52808.50189,49079.61476,14666.45316,47999.40375,55273.3872,59158.18488,65095.32188,42494.67766,38553.71572,15086.1412,24770.26217,45770.92362,51919.3145,47732.62368,38806.36825,45549.92186,30854.85939,17195.9121,26287.25892,53803.75002,37950.34957,11516.47325,22259.62577,34563.54287,24050.54418,33181.79306,35386.92926,37509.98517,20714.35802,46305.34721,26748.63096,49742.68421,15530.47962,57543.81297,47142.67521,43563.57562,46926.83335,55045.27143,54637.69116,23224.54562,29138.89836,45981.86704,33979.09189,17820.77168,21996.77694,32539.09498,42608.86209,11986.72817,20047.43495,2936.850195
pC131,GDP,C10 H15 N5 O11 P2,443.0245,8.44,146-91-8,29308.28567,31702.96731,29878.40944,28908.79246,16901.71411,20183.55671,21543.79985,24906.52906,22007.24694,18914.90392,17174.99322,17877.08537,22166.31495,17866.46937,21142.73839,26750.45346,25876.03872,16059.907,20900.1814,33333.81173,33359.80904,28717.42974,19529.73734,15250.07682,23068.96798,9044.071378,24143.48131,26732.87487,30579.61399,24552.55981,17816.35793,21738.19262,9465.506075,8711.476,22239.53224,34621.30008,36835.4057,27128.72909,17245.99374,18714.74701,21394.78946,20722.81247,29364.77024,16162.59956,17751.75012,13518.70219,15289.0195,16375.45019,17075.19063,20286.24671,17963.51122,16234.38632,13671.09956,7266.513681,9137.808098,18064.69483,37038.04294,19358.72522,22621.2655,26357.20682,36958.53043,26969.12071,41581.94691,19508.04563,39510.21167,22163.8675,17181.93204,16685.46851,19821.44439,35591.88919,33554.41208,34633.70485,20978.94591,20474.41623,27002.34171,8994.41986,14959.47205,29980.2089,30530.7864,54499.31179,38995.34519,29392.6662,40874.70232,27949.43855,9372.298898,110.3968259,32492.22376,39314.51531,24404.80742,27657.03458,24196.55139,2180.673692,27630.5583,23062.74851,23611.78962,412.5188172
pC132,Phylloquinone,C31 H46 O2,450.3533,0.95,84-80-0,19856.8049,19577.86341,19923.84994,16960.86728,17246.75675,15447.89566,15933.76372,16924.47792,16565.71109,15084.64821,13717.68666,12555.16222,17956.53969,16145.26312,9306.163582,16203.093,16207.70954,6089.111855,5971.66785,19608.15705,16538.57873,17823.22566,12584.62542,9638.160007,7427.092532,9537.279678,11747.72,17278.50384,25725.87169,12482.25434,5100.437428,17680.3871,26860.57468,6746.816169,12729.8106,22459.49428,17383.95859,22171.52447,19039.70954,16496.03439,19811.73287,13084.17506,19663.29923,9775.774025,16252.80975,9535.815403,18426.21414,23757.06611,7746.801447,23786.17714,18399.72397,18268.3142,24796.1108,11653.50409,15656.95565,10528.35371,23182.65884,10808.50492,17815.64896,14102.04561,10501.52785,14694.72109,14613.11429,7482.890242,11479.10651,18157.65135,9935.479833,17772.4932,9872.909629,17345.93529,17694.52734,13496.45935,19824.75533,28905.60062,24947.05223,8816.17503,6594.823156,39866.02686,15154.75872,36691.52266,17580.2383,23905.40118,18531.5838,25448.93275,8207.639871,9036.130469,11427.49041,26662.63756,29967.9205,14970.27223,12510.38322,5271.655617,17910.19311,15331.24387,13084.34847,4040.121936
pC133,Adenylosuccinic Acid,C14 H18 N5 O11 P,463.0743,8.26,19046-78-7,45907.17711,46611.01986,47085.33304,43167.7149,41779.22473,36067.58792,31836.71146,19023.32577,48801.5596,53055.19023,11804.70855,430.4295629,11411.02935,21237.40562,24958.1192,41322.52818,26375.34602,32344.07912,16742.53886,51691.23299,57196.55883,18622.30414,66617.5003,24068.48255,17053.83094,14060.86279,38474.79851,56879.95548,24849.00476,20909.78438,6220.452209,14386.9731,5446.722479,11678.66738,57069.5695,60221.26828,67989.8083,29465.82209,34053.63154,23016.52057,16053.38757,38837.51371,17966.37245,29374.02683,21582.01137,9749.664046,14589.38176,25485.32039,23839.41204,84345.34968,71622.83819,134352.2263,68718.52892,367.6089946,564.6409712,20139.31884,4957.021207,44319.40569,55191.94849,28016.62078,8434.121213,11370.56048,48717.70183,35900.68358,35339.12192,38699.38281,34182.43622,99514.47973,29913.2244,58365.26472,7855.581555,13882.32282,25944.1399,21809.04031,8808.092646,56336.39906,10605.31772,19538.69691,121083.0043,50892.50404,46405.93746,51962.66985,18910.10551,35949.46928,14658.41806,118.6311357,45648.97778,25701.46765,17936.18369,19164.77391,15776.88903,5603.973075,28439.10553,63449.24137,49614.3907,874.2074521
