Well,Group,Measurement,Time,OCR,ECAR,PER
D12,6. GLC Capacity-ctl,12,73.70751312,287.828019,83.26665561,0
E01,1. GLN Dependency -vpa,12,73.70751312,118.0118636,48.57667973,0
E02,1. GLN Dependency -vpa,12,73.70751312,79.77991709,31.8017555,0
E03,2. GLN Capacity-vpa,12,73.70751312,137.4346858,44.6484848,0
E04,2. GLN Capacity-vpa,12,73.70751312,103.6932519,34.21637327,0
E05,3. FA Dependency-vpa,12,73.70751312,99.90399153,32.39162227,0
E06,3. FA Dependency-vpa,12,73.70751312,128.162532,35.2379284,0
E07,4. FA Capacity-vpa,12,73.70751312,119.5711426,43.43232046,0
E08,4. FA Capacity-vpa,12,73.70751312,115.9533146,45.03025703,0
E09,5. GLC Dependency-vpa,12,73.70751312,108.6556751,40.87578023,0
E10,5. GLC Dependency-vpa,12,73.70751312,85.92721989,29.54176151,0
E11,6. GLC Capacity-vpa,12,73.70751312,79.01509818,32.96434074,0
E12,6. GLC Capacity-vpa,12,73.70751312,78.67784148,29.9274419,0
F01,1. GLN Dependency -vpa,12,73.70751312,42.08594678,22.47011001,0
F02,1. GLN Dependency -vpa,12,73.70751312,96.12324822,34.69847241,0
F03,2. GLN Capacity-vpa,12,73.70751312,102.0879532,37.06408526,0
F04,2. GLN Capacity-vpa,12,73.70751312,62.81947864,24.55887442,0
F05,3. FA Dependency-vpa,12,73.70751312,85.18584106,29.63205827,0
F06,3. FA Dependency-vpa,12,73.70751312,152.9979207,41.13603916,0
F07,4. FA Capacity-vpa,12,73.70751312,90.51998206,32.33666401,0
F08,4. FA Capacity-vpa,12,73.70751312,178.0014082,61.84163956,0
F09,5. GLC Dependency-vpa,12,73.70751312,105.3402615,39.16407778,0
F10,5. GLC Dependency-vpa,12,73.70751312,86.39015855,33.81635672,0
F11,6. GLC Capacity-vpa,12,73.70751312,79.39920129,32.65380637,0
F12,6. GLC Capacity-vpa,12,73.70751312,75.98821222,27.52018237,0
G01,1. GLN Dependency -vpa,12,73.70751312,57.48286028,23.60033612,0
G02,1. GLN Dependency -vpa,12,73.70751312,104.6433352,36.31322603,0
G03,2. GLN Capacity-vpa,12,73.70751312,124.7654947,40.23876742,0
G04,2. GLN Capacity-vpa,12,73.70751312,101.2893903,33.20644562,0
G05,3. FA Dependency-vpa,12,73.70751312,44.13813602,28.07433548,0
G06,3. FA Dependency-vpa,12,73.70751312,166.1624895,47.97464551,0
G07,4. FA Capacity-vpa,12,73.70751312,164.7005895,48.36598402,0
G08,4. FA Capacity-vpa,12,73.70751312,-7.291728044,36.62298747,0
G09,5. GLC Dependency-vpa,12,73.70751312,141.0867441,38.2886458,0
G10,5. GLC Dependency-vpa,12,73.70751312,153.8938721,49.74670245,0
G11,6. GLC Capacity-vpa,12,73.70751312,120.8366576,36.09261104,0
G12,6. GLC Capacity-vpa,12,73.70751312,75.85840658,32.99178823,0
H01,Background,12,73.70751312,0,0,0
H02,1. GLN Dependency -vpa,12,73.70751312,99.58218459,30.89037275,0
H03,2. GLN Capacity-vpa,12,73.70751312,77.88523597,44.64298826,0
H04,2. GLN Capacity-vpa,12,73.70751312,-32.09413842,38.26284796,0
H05,3. FA Dependency-vpa,12,73.70751312,137.7398515,44.96597212,0
H06,3. FA Dependency-vpa,12,73.70751312,148.2690459,43.53426547,0
H07,4. FA Capacity-vpa,12,73.70751312,105.4880427,52.32764613,0
H08,4. FA Capacity-vpa,12,73.70751312,103.3149773,38.94365401,0
H09,5. GLC Dependency-vpa,12,73.70751312,113.1983106,49.88765543,0
H10,5. GLC Dependency-vpa,12,73.70751312,216.3676438,103.9652161,0
H11,6. GLC Capacity-vpa,12,73.70751312,145.6252912,59.44428908,0
H12,Background,12,73.70751312,0,0,0
A01,Background,13,80.26531946,0,0,0
A02,1. GLN Dependency -ctl,13,80.26531946,116.929999,31.61010918,0
A03,2. GLN Capacity-ctl,13,80.26531946,90.67662781,24.06624366,0
A04,2. GLN Capacity-ctl,13,80.26531946,79.27507391,23.55378526,0
A05,3. FA Dependency-ctl,13,80.26531946,101.3174684,27.77902486,0
A06,3. FA Dependency-ctl,13,80.26531946,81.26021499,22.46338074,0
A07,4. FA Capacity-ctl,13,80.26531946,91.66536866,30.6879622,0
A08,4. FA Capacity-ctl,13,80.26531946,97.34598747,30.29287282,0
A09,5. GLC Dependency-ctl,13,80.26531946,92.49482015,29.14395422,0
A10,5. GLC Dependency-ctl,13,80.26531946,94.1037191,31.50292092,0
A11,6. GLC Capacity-ctl,13,80.26531946,106.6262649,40.70504751,0
A12,Background,13,80.26531946,0,0,0
B01,1. GLN Dependency -ctl,13,80.26531946,128.6033437,48.54889843,0
B02,1. GLN Dependency -ctl,13,80.26531946,88.16146213,29.32040445,0
B03,2. GLN Capacity-ctl,13,80.26531946,112.1825507,38.10072377,0
B04,2. GLN Capacity-ctl,13,80.26531946,80.74765941,25.41044178,0
B05,3. FA Dependency-ctl,13,80.26531946,85.31143214,25.36143689,0
B06,3. FA Dependency-ctl,13,80.26531946,86.52400802,24.06814008,0
B07,4. FA Capacity-ctl,13,80.26531946,89.83878313,28.78599116,0
B08,4. FA Capacity-ctl,13,80.26531946,155.5166726,46.32693049,0
B09,5. GLC Dependency-ctl,13,80.26531946,70.26446847,49.73563248,0
B10,5. GLC Dependency-ctl,13,80.26531946,94.57412902,31.76579645,0
B11,6. GLC Capacity-ctl,13,80.26531946,95.66740564,31.57231119,0
B12,6. GLC Capacity-ctl,13,80.26531946,87.86875497,32.53912178,0
C01,1. GLN Dependency -ctl,13,80.26531946,73.35888099,29.99842223,0
C02,1. GLN Dependency -ctl,13,80.26531946,84.75798884,27.71496312,0
C03,2. GLN Capacity-ctl,13,80.26531946,84.78156308,27.39536459,0
C04,2. GLN Capacity-ctl,13,80.26531946,97.09763595,36.06786933,0
C05,3. FA Dependency-ctl,13,80.26531946,108.7618087,30.64623083,0
C06,3. FA Dependency-ctl,13,80.26531946,87.44350666,27.08466229,0
C07,4. FA Capacity-ctl,13,80.26531946,108.9224944,42.0088729,0
C08,4. FA Capacity-ctl,13,80.26531946,91.55104805,34.66648874,0
C09,5. GLC Dependency-ctl,13,80.26531946,82.76068303,35.80115179,0
C10,5. GLC Dependency-ctl,13,80.26531946,99.72902128,36.21416446,0
C11,6. GLC Capacity-ctl,13,80.26531946,57.42191978,23.13805516,0
C12,6. GLC Capacity-ctl,13,80.26531946,87.69683188,27.21604952,0
D01,1. GLN Dependency -ctl,13,80.26531946,143.6100615,42.14441571,0
D02,1. GLN Dependency -ctl,13,80.26531946,153.1020413,42.88575388,0
D03,2. GLN Capacity-ctl,13,80.26531946,130.3695068,35.74718173,0
D04,2. GLN Capacity-ctl,13,80.26531946,179.4965768,41.64953366,0
D05,3. FA Dependency-ctl,13,80.26531946,146.5110176,37.88911028,0
D06,3. FA Dependency-ctl,13,80.26531946,61.59320145,23.18145427,0
D07,4. FA Capacity-ctl,13,80.26531946,152.7642162,44.09545799,0
D08,4. FA Capacity-ctl,13,80.26531946,129.2013292,40.43473044,0
D09,5. GLC Dependency-ctl,13,80.26531946,152.2513053,45.65951997,0
D10,5. GLC Dependency-ctl,13,80.26531946,186.9321543,49.14411246,0
D11,6. GLC Capacity-ctl,13,80.26531946,163.1756677,47.35522933,0
D12,6. GLC Capacity-ctl,13,80.26531946,283.7512635,82.39892998,0
E01,1. GLN Dependency -vpa,13,80.26531946,115.0209734,49.33693366,0
E02,1. GLN Dependency -vpa,13,80.26531946,78.045253,31.98985533,0
E03,2. GLN Capacity-vpa,13,80.26531946,134.0945659,44.85461009,0
E04,2. GLN Capacity-vpa,13,80.26531946,101.4236461,34.52788144,0
E05,3. FA Dependency-vpa,13,80.26531946,98.33356968,32.64254266,0
E06,3. FA Dependency-vpa,13,80.26531946,124.7829227,35.81481475,0
E07,4. FA Capacity-vpa,13,80.26531946,116.8970382,43.59737152,0
E08,4. FA Capacity-vpa,13,80.26531946,113.7976882,45.34241731,0
E09,5. GLC Dependency-vpa,13,80.26531946,107.5470168,41.20475019,0
E10,5. GLC Dependency-vpa,13,80.26531946,85.22258155,29.81431547,0
E11,6. GLC Capacity-vpa,13,80.26531946,78.38567398,33.49452717,0
E12,6. GLC Capacity-vpa,13,80.26531946,76.815325,30.09411802,0
F01,1. GLN Dependency -vpa,13,80.26531946,40.39765411,22.8985447,0
F02,1. GLN Dependency -vpa,13,80.26531946,93.90446682,35.22533321,0
F03,2. GLN Capacity-vpa,13,80.26531946,98.89848872,37.17443758,0
F04,2. GLN Capacity-vpa,13,80.26531946,61.35081507,25.08138156,0
F05,3. FA Dependency-vpa,13,80.26531946,84.08670381,30.05294374,0
F06,3. FA Dependency-vpa,13,80.26531946,148.3220706,41.01416007,0
F07,4. FA Capacity-vpa,13,80.26531946,88.80964558,32.77658118,0
F08,4. FA Capacity-vpa,13,80.26531946,174.2272874,62.3834838,0
F09,5. GLC Dependency-vpa,13,80.26531946,105.6055652,40.0596789,0
F10,5. GLC Dependency-vpa,13,80.26531946,83.71210608,34.06602777,0
F11,6. GLC Capacity-vpa,13,80.26531946,78.71719662,33.1232904,0
F12,6. GLC Capacity-vpa,13,80.26531946,74.98401453,27.69314633,0
G01,1. GLN Dependency -vpa,13,80.26531946,56.72473061,23.082858,0
G02,1. GLN Dependency -vpa,13,80.26531946,102.3715099,36.92015781,0
G03,2. GLN Capacity-vpa,13,80.26531946,121.9553534,41.15787639,0
G04,2. GLN Capacity-vpa,13,80.26531946,99.56559465,33.36439299,0
G05,3. FA Dependency-vpa,13,80.26531946,38.22692477,28.82050646,0
G06,3. FA Dependency-vpa,13,80.26531946,158.6996209,48.90414421,0
G07,4. FA Capacity-vpa,13,80.26531946,164.1445598,52.99403416,0
G08,4. FA Capacity-vpa,13,80.26531946,-10.45358387,37.61521899,0
G09,5. GLC Dependency-vpa,13,80.26531946,137.6612074,39.88818199,0
G10,5. GLC Dependency-vpa,13,80.26531946,150.7287544,50.59686259,0
G11,6. GLC Capacity-vpa,13,80.26531946,116.9887793,36.83721609,0
G12,6. GLC Capacity-vpa,13,80.26531946,74.87513256,32.88471639,0
H01,Background,13,80.26531946,0,0,0
H02,1. GLN Dependency -vpa,13,80.26531946,95.79795457,30.3885898,0
H03,2. GLN Capacity-vpa,13,80.26531946,75.54111956,45.32071677,0
H04,2. GLN Capacity-vpa,13,80.26531946,-34.19109554,38.20639074,0
H05,3. FA Dependency-vpa,13,80.26531946,136.8635335,46.7709214,0
H06,3. FA Dependency-vpa,13,80.26531946,145.1810407,44.2442625,0
H07,4. FA Capacity-vpa,13,80.26531946,101.1364263,51.78427525,0
H08,4. FA Capacity-vpa,13,80.26531946,100.4033507,39.53695296,0
H09,5. GLC Dependency-vpa,13,80.26531946,110.9061631,50.1951546,0
H10,5. GLC Dependency-vpa,13,80.26531946,211.1676329,106.4599203,0
H11,6. GLC Capacity-vpa,13,80.26531946,127.2869299,60.22274236,0
H12,Background,13,80.26531946,0,0,0
A01,Background,14,86.82292643,0,0,0
A02,1. GLN Dependency -ctl,14,86.82292643,115.7197501,31.98504293,0
A03,2. GLN Capacity-ctl,14,86.82292643,89.36723949,24.42593977,0
A04,2. GLN Capacity-ctl,14,86.82292643,79.01588199,24.36317682,0
A05,3. FA Dependency-ctl,14,86.82292643,100.0846484,28.28807541,0
A06,3. FA Dependency-ctl,14,86.82292643,81.05700329,22.7817242,0
A07,4. FA Capacity-ctl,14,86.82292643,91.07123042,30.95272194,0
A08,4. FA Capacity-ctl,14,86.82292643,96.36314303,30.14486397,0
A09,5. GLC Dependency-ctl,14,86.82292643,91.20889307,29.89512123,0
A10,5. GLC Dependency-ctl,14,86.82292643,93.61718761,31.9704847,0
A11,6. GLC Capacity-ctl,14,86.82292643,104.316685,40.47797312,0
A12,Background,14,86.82292643,0,0,0
B01,1. GLN Dependency -ctl,14,86.82292643,126.6380848,47.51242056,0
B02,1. GLN Dependency -ctl,14,86.82292643,87.92076268,29.27483717,0
B03,2. GLN Capacity-ctl,14,86.82292643,111.4325472,39.19670429,0
B04,2. GLN Capacity-ctl,14,86.82292643,79.88794361,26.21274542,0
B05,3. FA Dependency-ctl,14,86.82292643,84.54338702,25.93334715,0
B06,3. FA Dependency-ctl,14,86.82292643,86.44841046,24.65781052,0
B07,4. FA Capacity-ctl,14,86.82292643,89.01915353,29.47524776,0
B08,4. FA Capacity-ctl,14,86.82292643,153.5580607,47.29435791,0
B09,5. GLC Dependency-ctl,14,86.82292643,69.20678107,50.31462349,0
B10,5. GLC Dependency-ctl,14,86.82292643,94.50665118,31.99112913,0
B11,6. GLC Capacity-ctl,14,86.82292643,94.34605213,31.96349015,0
B12,6. GLC Capacity-ctl,14,86.82292643,87.76201296,32.9469206,0
C01,1. GLN Dependency -ctl,14,86.82292643,72.8143138,30.14157579,0
C02,1. GLN Dependency -ctl,14,86.82292643,84.22236867,28.0550041,0
C03,2. GLN Capacity-ctl,14,86.82292643,84.21228541,27.87941026,0
C04,2. GLN Capacity-ctl,14,86.82292643,95.63050244,36.77239705,0
C05,3. FA Dependency-ctl,14,86.82292643,107.3433702,31.24467034,0
C06,3. FA Dependency-ctl,14,86.82292643,86.28875691,27.92419769,0
C07,4. FA Capacity-ctl,14,86.82292643,107.0487337,42.69782652,0
C08,4. FA Capacity-ctl,14,86.82292643,90.68991798,35.3188436,0
C09,5. GLC Dependency-ctl,14,86.82292643,81.88837951,36.53556884,0
C10,5. GLC Dependency-ctl,14,86.82292643,98.88211435,36.89926516,0
C11,6. GLC Capacity-ctl,14,86.82292643,57.89925255,23.53008274,0
C12,6. GLC Capacity-ctl,14,86.82292643,87.53671876,27.94771586,0
D01,1. GLN Dependency -ctl,14,86.82292643,141.948129,42.89346437,0
D02,1. GLN Dependency -ctl,14,86.82292643,153.5082472,44.51005979,0
D03,2. GLN Capacity-ctl,14,86.82292643,129.5019828,36.43142809,0
D04,2. GLN Capacity-ctl,14,86.82292643,177.4268333,43.49615286,0
D05,3. FA Dependency-ctl,14,86.82292643,144.5219796,38.91921732,0
D06,3. FA Dependency-ctl,14,86.82292643,59.85704608,24.13711997,0
D07,4. FA Capacity-ctl,14,86.82292643,152.0259548,45.08949546,0
D08,4. FA Capacity-ctl,14,86.82292643,128.4988526,41.32181687,0
D09,5. GLC Dependency-ctl,14,86.82292643,150.8695833,46.89834153,0
D10,5. GLC Dependency-ctl,14,86.82292643,186.1581036,50.67523721,0
D11,6. GLC Capacity-ctl,14,86.82292643,161.4832666,48.57810616,0
D12,6. GLC Capacity-ctl,14,86.82292643,286.1312716,84.04530834,0
E01,1. GLN Dependency -vpa,14,86.82292643,114.0146673,50.04211761,0
E02,1. GLN Dependency -vpa,14,86.82292643,77.35049128,32.40882612,0
E03,2. GLN Capacity-vpa,14,86.82292643,132.1664369,45.79530214,0
E04,2. GLN Capacity-vpa,14,86.82292643,101.5575629,35.39667188,0
E05,3. FA Dependency-vpa,14,86.82292643,96.49457582,33.07717379,0
E06,3. FA Dependency-vpa,14,86.82292643,123.4973627,36.92173902,0
E07,4. FA Capacity-vpa,14,86.82292643,116.0962506,44.77753074,0
E08,4. FA Capacity-vpa,14,86.82292643,112.3646876,46.00687535,0
E09,5. GLC Dependency-vpa,14,86.82292643,106.4311361,41.70058553,0
E10,5. GLC Dependency-vpa,14,86.82292643,84.23182318,30.46385343,0
E11,6. GLC Capacity-vpa,14,86.82292643,77.49198109,34.24558717,0
E12,6. GLC Capacity-vpa,14,86.82292643,76.69636815,30.25597102,0
F01,1. GLN Dependency -vpa,14,86.82292643,38.97737336,22.77589745,0
F02,1. GLN Dependency -vpa,14,86.82292643,92.79792993,35.80129892,0
F03,2. GLN Capacity-vpa,14,86.82292643,99.13177518,38.31495708,0
F04,2. GLN Capacity-vpa,14,86.82292643,61.02231192,26.07147609,0
F05,3. FA Dependency-vpa,14,86.82292643,82.10227816,30.43781723,0
F06,3. FA Dependency-vpa,14,86.82292643,145.4129526,41.48887383,0
F07,4. FA Capacity-vpa,14,86.82292643,88.20356722,33.13699783,0
F08,4. FA Capacity-vpa,14,86.82292643,171.8051641,63.49306272,0
F09,5. GLC Dependency-vpa,14,86.82292643,105.4176864,41.21518278,0
F10,5. GLC Dependency-vpa,14,86.82292643,83.49167829,34.30739714,0
F11,6. GLC Capacity-vpa,14,86.82292643,77.97844806,34.01149092,0
F12,6. GLC Capacity-vpa,14,86.82292643,74.26908834,27.26928718,0
G01,1. GLN Dependency -vpa,14,86.82292643,55.34251099,22.70734617,0
G02,1. GLN Dependency -vpa,14,86.82292643,100.7436964,37.97283464,0
G03,2. GLN Capacity-vpa,14,86.82292643,120.7125654,42.09226458,0
G04,2. GLN Capacity-vpa,14,86.82292643,98.56397259,34.48012033,0
G05,3. FA Dependency-vpa,14,86.82292643,36.25143318,29.50625348,0
G06,3. FA Dependency-vpa,14,86.82292643,155.9012461,50.70388388,0
G07,4. FA Capacity-vpa,14,86.82292643,158.8359281,53.2307924,0
G08,4. FA Capacity-vpa,14,86.82292643,-14.53637892,38.95509171,0
G09,5. GLC Dependency-vpa,14,86.82292643,137.0435624,41.24991523,0
G10,5. GLC Dependency-vpa,14,86.82292643,148.9364629,52.205905,0
G11,6. GLC Capacity-vpa,14,86.82292643,115.6361429,37.26608171,0
G12,6. GLC Capacity-vpa,14,86.82292643,74.00368231,34.60741123,0
H01,Background,14,86.82292643,0,0,0
H02,1. GLN Dependency -vpa,14,86.82292643,94.11025504,30.37633418,0
H03,2. GLN Capacity-vpa,14,86.82292643,75.89224344,45.56911103,0
H04,2. GLN Capacity-vpa,14,86.82292643,-34.37600343,38.27520746,0
H05,3. FA Dependency-vpa,14,86.82292643,133.4514647,48.26718917,0
H06,3. FA Dependency-vpa,14,86.82292643,140.2387597,45.74480064,0
H07,4. FA Capacity-vpa,14,86.82292643,99.61114936,52.52830463,0
H08,4. FA Capacity-vpa,14,86.82292643,98.93205603,40.12257263,0
H09,5. GLC Dependency-vpa,14,86.82292643,109.8186941,51.23582087,0
H10,5. GLC Dependency-vpa,14,86.82292643,216.5287272,116.2263192,0
H11,6. GLC Capacity-vpa,14,86.82292643,136.7193638,62.45045732,0
H12,Background,14,86.82292643,0,0,0
A01,Background,15,93.38377206,0,0,0
A02,1. GLN Dependency -ctl,15,93.38377206,114.1054522,32.77331137,0
A03,2. GLN Capacity-ctl,15,93.38377206,87.95966718,24.90184644,0
A04,2. GLN Capacity-ctl,15,93.38377206,78.63999165,24.70229473,0
A05,3. FA Dependency-ctl,15,93.38377206,99.32368814,28.42036334,0
A06,3. FA Dependency-ctl,15,93.38377206,80.28216089,22.9812253,0
A07,4. FA Capacity-ctl,15,93.38377206,90.01831938,31.37071651,0
A08,4. FA Capacity-ctl,15,93.38377206,95.11382562,30.01563152,0
A09,5. GLC Dependency-ctl,15,93.38377206,88.88705269,30.64951519,0
A10,5. GLC Dependency-ctl,15,93.38377206,92.82775785,32.96170276,0
A11,6. GLC Capacity-ctl,15,93.38377206,104.8366368,41.62290131,0
A12,Background,15,93.38377206,0,0,0
B01,1. GLN Dependency -ctl,15,93.38377206,126.9950378,47.54675941,0
B02,1. GLN Dependency -ctl,15,93.38377206,87.50471509,29.34265915,0
B03,2. GLN Capacity-ctl,15,93.38377206,109.4978293,39.77528844,0
B04,2. GLN Capacity-ctl,15,93.38377206,79.08298679,26.45985736,0
B05,3. FA Dependency-ctl,15,93.38377206,83.37306722,26.13607808,0
B06,3. FA Dependency-ctl,15,93.38377206,85.7409135,25.00074785,0
B07,4. FA Capacity-ctl,15,93.38377206,88.99937773,30.92507884,0
B08,4. FA Capacity-ctl,15,93.38377206,154.2474704,46.42149519,0
B09,5. GLC Dependency-ctl,15,93.38377206,68.7906776,50.47639253,0
B10,5. GLC Dependency-ctl,15,93.38377206,93.29097206,32.43915619,0
B11,6. GLC Capacity-ctl,15,93.38377206,94.21033725,32.20012238,0
B12,6. GLC Capacity-ctl,15,93.38377206,87.92738471,32.3498182,0
C01,1. GLN Dependency -ctl,15,93.38377206,72.83101929,29.80768712,0
C02,1. GLN Dependency -ctl,15,93.38377206,83.4786254,28.20907107,0
C03,2. GLN Capacity-ctl,15,93.38377206,82.898465,28.28863398,0
C04,2. GLN Capacity-ctl,15,93.38377206,94.7051862,37.18979208,0
C05,3. FA Dependency-ctl,15,93.38377206,105.9809508,31.48711066,0
C06,3. FA Dependency-ctl,15,93.38377206,83.69149472,28.34368892,0
C07,4. FA Capacity-ctl,15,93.38377206,106.5128696,43.85063573,0
C08,4. FA Capacity-ctl,15,93.38377206,89.66080465,35.95251549,0
C09,5. GLC Dependency-ctl,15,93.38377206,80.96891138,36.92691664,0
C10,5. GLC Dependency-ctl,15,93.38377206,99.11370139,37.18754277,0
C11,6. GLC Capacity-ctl,15,93.38377206,58.14238285,23.74853493,0
C12,6. GLC Capacity-ctl,15,93.38377206,87.83951355,27.82244207,0
D01,1. GLN Dependency -ctl,15,93.38377206,142.2836623,43.01763399,0
D02,1. GLN Dependency -ctl,15,93.38377206,152.6536401,45.39064327,0
D03,2. GLN Capacity-ctl,15,93.38377206,127.7714623,36.68051489,0
D04,2. GLN Capacity-ctl,15,93.38377206,176.0445223,44.27003575,0
D05,3. FA Dependency-ctl,15,93.38377206,142.6511026,39.47023818,0
D06,3. FA Dependency-ctl,15,93.38377206,60.02114529,25.08370058,0
D07,4. FA Capacity-ctl,15,93.38377206,150.3360042,46.46743511,0
D08,4. FA Capacity-ctl,15,93.38377206,126.1919335,41.73735463,0
D09,5. GLC Dependency-ctl,15,93.38377206,150.5848608,48.22263286,0
D10,5. GLC Dependency-ctl,15,93.38377206,185.6794297,51.59213875,0
D11,6. GLC Capacity-ctl,15,93.38377206,160.0413908,49.34969502,0
D12,6. GLC Capacity-ctl,15,93.38377206,279.9615445,82.94930226,0
E01,1. GLN Dependency -vpa,15,93.38377206,113.1825491,49.36053192,0
E02,1. GLN Dependency -vpa,15,93.38377206,75.63066934,32.97719805,0
E03,2. GLN Capacity-vpa,15,93.38377206,131.1329805,46.38009086,0
E04,2. GLN Capacity-vpa,15,93.38377206,99.95572435,35.94641439,0
E05,3. FA Dependency-vpa,15,93.38377206,95.11620432,33.6735073,0
E06,3. FA Dependency-vpa,15,93.38377206,121.1644707,37.58825555,0
E07,4. FA Capacity-vpa,15,93.38377206,114.6194948,45.67494875,0
E08,4. FA Capacity-vpa,15,93.38377206,110.6671724,46.60956057,0
E09,5. GLC Dependency-vpa,15,93.38377206,106.2650461,42.04375835,0
E10,5. GLC Dependency-vpa,15,93.38377206,83.25746695,30.86459569,0
E11,6. GLC Capacity-vpa,15,93.38377206,77.31121361,34.63889737,0
E12,6. GLC Capacity-vpa,15,93.38377206,74.68453461,30.78916101,0
F01,1. GLN Dependency -vpa,15,93.38377206,37.53330918,22.49860015,0
F02,1. GLN Dependency -vpa,15,93.38377206,91.49514656,36.22087259,0
F03,2. GLN Capacity-vpa,15,93.38377206,96.9232119,38.85891788,0
F04,2. GLN Capacity-vpa,15,93.38377206,60.36225564,26.47551857,0
F05,3. FA Dependency-vpa,15,93.38377206,81.13686964,30.58142835,0
F06,3. FA Dependency-vpa,15,93.38377206,144.2240793,41.89614672,0
F07,4. FA Capacity-vpa,15,93.38377206,87.21027032,34.11054556,0
F08,4. FA Capacity-vpa,15,93.38377206,171.0813552,64.5357441,0
F09,5. GLC Dependency-vpa,15,93.38377206,104.5814173,41.60614693,0
F10,5. GLC Dependency-vpa,15,93.38377206,82.82675428,34.88198257,0
F11,6. GLC Capacity-vpa,15,93.38377206,76.54261237,34.38062577,0
F12,6. GLC Capacity-vpa,15,93.38377206,72.97321067,27.43460727,0
G01,1. GLN Dependency -vpa,15,93.38377206,54.37830123,22.98415809,0
G02,1. GLN Dependency -vpa,15,93.38377206,100.9931227,38.72659635,0
G03,2. GLN Capacity-vpa,15,93.38377206,118.8183471,42.62362878,0
G04,2. GLN Capacity-vpa,15,93.38377206,97.66714942,35.26274325,0
G05,3. FA Dependency-vpa,15,93.38377206,35.56962662,29.98957606,0
G06,3. FA Dependency-vpa,15,93.38377206,155.0158155,51.4953435,0
G07,4. FA Capacity-vpa,15,93.38377206,158.4192285,56.67983521,0
G08,4. FA Capacity-vpa,15,93.38377206,-15.7556114,39.75207906,0
G09,5. GLC Dependency-vpa,15,93.38377206,135.6077629,43.20726534,0
G10,5. GLC Dependency-vpa,15,93.38377206,148.6951358,53.43156518,0
G11,6. GLC Capacity-vpa,15,93.38377206,112.2422446,36.96744318,0
G12,6. GLC Capacity-vpa,15,93.38377206,74.30394965,37.66109726,0
H01,Background,15,93.38377206,0,0,0
H02,1. GLN Dependency -vpa,15,93.38377206,92.10812225,31.93720234,0
H03,2. GLN Capacity-vpa,15,93.38377206,73.94734817,45.34456042,0
H04,2. GLN Capacity-vpa,15,93.38377206,-35.53734351,38.53944659,0
H05,3. FA Dependency-vpa,15,93.38377206,133.0827057,49.0775895,0
H06,3. FA Dependency-vpa,15,93.38377206,139.4450993,47.56041804,0
H07,4. FA Capacity-vpa,15,93.38377206,94.40534592,53.80320072,0
H08,4. FA Capacity-vpa,15,93.38377206,97.44056749,40.18319596,0
H09,5. GLC Dependency-vpa,15,93.38377206,110.202977,53.68458918,0
H10,5. GLC Dependency-vpa,15,93.38377206,215.4710237,115.4473822,0
H11,6. GLC Capacity-vpa,15,93.38377206,126.6119028,63.26261738,0
H12,Background,15,93.38377206,0,0,0
A01,Background,16,100.0382041,0,0,0
A02,1. GLN Dependency -ctl,16,100.0382041,84.02315343,36.52380081,0
A03,2. GLN Capacity-ctl,16,100.0382041,67.01547194,28.78981287,0
A04,2. GLN Capacity-ctl,16,100.0382041,58.39093293,30.09442901,0
A05,3. FA Dependency-ctl,16,100.0382041,78.49085776,33.84625835,0
A06,3. FA Dependency-ctl,16,100.0382041,63.8494798,28.74007163,0
A07,4. FA Capacity-ctl,16,100.0382041,67.34319824,33.00663651,0
A08,4. FA Capacity-ctl,16,100.0382041,70.38120017,33.35796747,0
A09,5. GLC Dependency-ctl,16,100.0382041,66.42482889,34.593191,0
A10,5. GLC Dependency-ctl,16,100.0382041,69.11880014,38.05796529,0
A11,6. GLC Capacity-ctl,16,100.0382041,69.9451481,45.15920063,0
A12,Background,16,100.0382041,0,0,0
B01,1. GLN Dependency -ctl,16,100.0382041,84.22417453,48.26535577,0
B02,1. GLN Dependency -ctl,16,100.0382041,56.83737948,31.01414057,0
B03,2. GLN Capacity-ctl,16,100.0382041,71.40989105,40.96189347,0
B04,2. GLN Capacity-ctl,16,100.0382041,57.48133174,30.50350596,0
B05,3. FA Dependency-ctl,16,100.0382041,64.32456041,26.83682269,0
B06,3. FA Dependency-ctl,16,100.0382041,63.61388168,28.05168238,0
B07,4. FA Capacity-ctl,16,100.0382041,64.91827424,36.14388102,0
B08,4. FA Capacity-ctl,16,100.0382041,103.8936478,48.35297761,0
B09,5. GLC Dependency-ctl,16,100.0382041,48.74108826,55.81185509,0
B10,5. GLC Dependency-ctl,16,100.0382041,67.18283553,34.8161755,0
B11,6. GLC Capacity-ctl,16,100.0382041,66.99269967,34.26018378,0
B12,6. GLC Capacity-ctl,16,100.0382041,60.67284147,36.06419191,0
C01,1. GLN Dependency -ctl,16,100.0382041,43.94526835,31.84853729,0
C02,1. GLN Dependency -ctl,16,100.0382041,56.25469172,30.08895302,0
C03,2. GLN Capacity-ctl,16,100.0382041,65.55784292,33.25629341,0
C04,2. GLN Capacity-ctl,16,100.0382041,67.25161564,38.56752571,0
C05,3. FA Dependency-ctl,16,100.0382041,85.04614262,36.07561453,0
C06,3. FA Dependency-ctl,16,100.0382041,51.96413678,32.84677467,0
C07,4. FA Capacity-ctl,16,100.0382041,73.51474107,47.27408774,0
C08,4. FA Capacity-ctl,16,100.0382041,67.25979191,39.45231588,0
