Samples,Mode,Diet,Genotype,Set,Type,Litter_ID,Emb_position,Prot_quant,pC1,pC2,pC3,pC4,pC5,pC6,pC7,pC8,pC9,pC10,pC11,pC12,pC13,pC14,pC15,pC16,pC17,pC18,pC19,pC20,pC21,pC22,pC23,pC24,pC25,pC26,pC27,pC28,pC29,pC30,pC31,pC32,pC33,pC34,pC35,pC36,pC37,pC38,pC39,pC40,pC41,pC42,pC43,pC44,pC45,pC46,pC47,pC48,pC49,pC50,pC51,pC52,pC53,pC54,pC55,pC56,pC57,pC58,pC59,pC60,pC61,pC62,pC63,pC64,pC65,pC66,pC67,pC68,pC69,pC70,pC71,pC72,pC73,pC74,pC75,pC76,pC77,pC78,pC79,pC80,pC81,pC82,pC83,pC84,pC85,pC86,pC87,pC88,pC89,pC90,pC91,pC92,pC93,pC94,pC95,pC96,pC97,pC98,pC99,pC100,pC101,pC102,pC103,pC104,pC105,pC106,pC107,pC108,pC109,pC110,pC111,pC112,pC113,pC114,pC115,pC116,pC117,pC118,pC119,pC120,pC121,pC122,pC123,pC124,pC125,pC126,pC127,pC128,pC129,pC130,pC131,pC132,pC133,pC134,pC135,pC136,pC137,pC138,pC139,pC140,pC141,pC142,pC143,pC144,pC145,pC146,pC147,pC148,pC149,pC150,pC151
set1_gray_551_L2,pos,2ppm_FA,wt / wt,1,sample,551,L2,27.6,3182.061975,161691.7338,157191.3915,516379.2273,31175.93432,31660.57667,31037.61212,36226.81822,35433.74554,31870277.79,232754.0055,292774.8958,366321.9111,40007.73067,20353.37235,329866.6262,10263.21301,5326586.69,13573.76444,762999.2427,7374924.863,304400.0215,119542.604,4368857.76,2318.940027,63171.03143,15535.34895,13861.89376,15697.93678,2089.018546,54763.98398,3377920.034,1028101.077,807450.3092,381543.4772,197703.4564,361895.7085,467644.4916,812079.122,16786.69409,120516.2762,48531.19635,85708.08824,170595.1931,571741.4922,879374.081,11972.03484,2865403.265,301620.6627,62040.40006,2598.026364,253.411825,2120.310731,1500587.235,2508.528228,7943.341003,285694.996,4772558.746,759856.6381,11700.7184,38173.29127,4260.295528,20010.66193,2852.041112,1377077.744,11464.96535,51903.2787,5056.0992,309616.6529,32596.36373,4104236.772,7890.591398,5363647.08,64664.48683,12633.4522,1091471.527,187869.269,12056.16833,144653.9292,224582.2895,143935.0816,1665.277796,8393.236158,2851.272094,1647.014022,21464.64696,125699.6614,9997.918694,14495.29903,7081.206258,1422414.136,1350.038822,13344.18376,41798.29966,1632.671528,129112.6631,1525.444207,3681.134182,59416.88473,4778.575855,23579.00791,399306.217,15243.18515,53914.88747,26366.4989,1253.813686,1980.318996,1041321.357,3369.309312,53427.22063,135479.2213,1122.279806,1684.221473,3139.057177,2736.176515,1541.172764,25764.30034,32003.0695,910055.4762,34495.39447,32734.11842,29959.98461,24263.1945,401389.0669,70811.11335,42662.09571,1336.78385,80938.59564,316384.5529,25799.82222,21142.73839,9306.163582,24958.1192,7003.789026,35488.75428,7568.583982,1036.750883,411918.7889,50044.4097,24054.35552,9548.472153,43641.98692,4546.726347,6283.744826,240624.7661,12692.74355,301125.4914,66641.993,3441.733699,4145.414091,6486.847599
set1_gray_573_R2,pos,2ppm_FA,wt / wt,1,sample,573,R2,59.4,3674.529476,69946.04097,157017.7428,786108.5952,41391.71217,42307.02096,41730.22707,30891.05535,30307.86539,34405097.81,268680.5065,30923.95719,454534.7291,42783.7813,66078.38742,287194.5191,3201.986806,7603633.544,14945.98643,1160963.166,9837533.906,436156.042,189346.8965,5805062.343,2901.921387,34959.35614,19034.69818,8570.92867,15969.28052,93793.47566,91470.75212,3629840.522,2008953.23,1372798.727,402219.2085,471578.3436,282868.4625,494554.2146,853031.3297,8153.653579,67628.22171,14376.15216,211213.9023,223133.3444,2083878.273,2576068.83,12251.29865,3448993.447,617866.3724,108199.5692,8438.260148,419.2182733,4782.329942,2850519.37,4351.779077,28363.33551,396109.1968,6919625.631,1400901.776,7480.003129,109804.6313,1699.762838,12905.44402,17194.67797,2274158.634,20852.64178,20963.78012,1572.058172,591337.8795,61346.77405,7052284.261,3146.40361,1948300.465,116193.837,9068.833577,1011130.146,382679.6119,34001.24751,40290.9174,294678.1712,326631.1954,8715.828139,8494.990779,4434.097923,1695.065384,6390.462451,140248.3373,3985.192405,17501.90726,6468.593409,829031.7063,1187.459562,25842.35235,10389.13937,5375.321393,91965.29474,4554.970078,5719.538967,53997.0909,2873.671194,28534.32541,443587.6384,8432.420983,14260.04664,21821.86141,139.6940768,2977.387121,761943.0471,9372.987122,34471.06214,56006.16965,1527.729295,1730.916832,2292.523171,8885.335698,264.094424,25925.08382,30596.09139,793430.7644,35616.50945,28767.80151,17105.39145,29297.82962,583826.9478,40673.04183,20024.81284,2234.748158,89131.92683,165916.3557,46582.50381,26750.45346,16203.093,41322.52818,5649.106029,14175.5187,21868.19912,1144.822823,373027.0009,77224.72243,17551.69783,6365.34375,9464.574396,3580.491648,6724.793804,237132.4057,60240.30927,253709.1763,53256.09126,5523.721852,4436.799531,7012.441195
set1_gray_608_R3,pos,2ppm_FA,wt / wt,1,sample,608,R3,54.1,3056.88822,54929.66615,185970.693,429549.5339,32619.25837,33793.75623,33192.86488,39200.90688,38645.53146,24704015.91,181689.1153,27190.74774,355611.9996,58410.39629,25427.5329,296523.9525,6246.305887,4809879.132,10619.54318,520265.1446,9670921.344,233388.6541,147942.9491,4665623.505,2129.527895,57872.32081,16387.72153,9164.361618,15268.06565,62626.48495,2465.08751,3800588.897,843127.9189,526409.7221,451415.0633,206295.879,296515.5858,403730.0084,733769.6382,2674.470466,66784.65368,7122.991782,126939.5117,234588.9743,310235.2185,969319.8277,3961.586318,3165746.669,286133.6354,99135.50376,695.8516619,641.5846571,1846.640195,1402533.541,2884.966107,11760.94608,380126.0754,6883902.581,701775.3446,4647.538302,48492.95087,2496.515032,14512.49624,2677.7952,1103185.401,10928.07156,21974.07614,461.1805718,279900.2503,32327.69482,95311.48943,9264.861123,3521658.202,76559.91896,9595.711554,1205873.374,202552.0967,11145.38309,54225.13349,288768.7514,152553.9194,6066.778977,13637.25092,2175.307449,646.9916412,10916.27156,156897.1286,3506.02048,18467.44605,3983.553272,1109045.172,639.6209233,9884.423938,24945.28734,4844.890401,73169.85882,1566.502009,2154.639182,30651.21447,138.1968779,37699.93773,421887.6664,23727.02103,13908.33703,23162.54588,477.6806607,1533.084029,1240828.991,3861.535961,37044.11358,69781.41988,1554.058928,2869.953651,523.3571502,2237.360864,442.8321936,21553.13766,26758.16287,794672.8622,48504.59207,23508.46292,17821.07016,24985.16909,387740.6452,53980.74323,38633.828,1077.023608,61548.74152,272050.0026,42968.82213,25876.03872,16207.70954,26375.34602,2751.381897,36880.65112,13163.76164,515.4060374,387004.1921,54180.67124,4008.278154,7313.194133,5066.714913,3264.689947,5430.958636,216667.0771,24569.5527,256236.6276,43302.86994,8173.395906,5824.611685,5269.912538
set1_gray_796_L1,pos,2ppm_FA,wt / wt,1,sample,796,L1,41,2688.186754,87570.40296,132944.6044,568111.6546,17174.99069,17403.18977,17147.15027,19426.32177,19217.64552,24729562.38,245082.9748,26372.39376,281783.3461,77104.26171,14186.6756,112009.7016,8885.665703,5409590.054,9933.676829,785192.2177,9478895.378,233709.9322,91178.61746,4264300.975,930.3053918,51471.74013,13128.40998,9899.666756,11212.65034,55140.81364,55014.51118,2812421.077,1200576.515,842820.9375,320860.0261,287002.648,171366.6147,366633.3853,396814.1009,3988.250938,102809.9872,11041.61588,147257.4706,152466.7942,1714021.027,1252236.805,7187.287997,2320370.953,384891.232,66863.38811,599.6646342,123.3261705,3829.13362,1912242.008,2592.491106,12968.84381,268970.8425,4852064.475,848812.9236,3465.156292,51163.79688,2749.750222,13792.07712,4699.728546,1541245.156,9864.207379,14242.17738,138.0876019,330743.8021,33075.77307,5985067.747,767.320596,422719.627,69322.04414,2738.451278,610792.7055,172316.1266,11475.95329,57008.84114,119278.9723,216334.7138,4048.576172,16452.20739,4023.952058,2258.20029,8469.414044,87410.93216,2189.740294,9349.483791,3465.041326,735850.1058,836.4484405,15631.8444,10265.2647,5878.557613,37567.95526,818.1824832,1897.726379,25949.21633,82080.30414,5070.684234,257903.3604,7259.438591,15271.80939,19619.80882,,1620.663113,74689.71725,1313.639686,34983.37232,98647.69415,713.6138757,1747.087473,2886.686026,1379.898424,,14856.45319,17938.65825,426467.0563,137378.7186,15536.7945,17424.37611,21318.24571,431431.5595,34786.7977,25028.35562,778.4245364,100644.2093,132291.4804,10731.71652,16059.907,6089.111855,32344.07912,9448.354421,28393.2266,5941.180074,530.7683691,306970.2461,60661.12677,7111.659315,6875.743432,13238.17808,2803.617549,4221.373539,190605.4262,108789.7915,235056.9148,12724.29489,10417.85415,956.3374118,4220.026902
set1_gray_796_R5,pos,2ppm_FA,wt / wt,1,sample,796,R5,47.3,3384.587531,63543.75585,156825.7788,617836.3613,23218.67761,24150.0566,23649.37458,31952.2377,30953.4207,25819832.84,243826.4067,24597.37079,305793.7945,61586.02268,38717.65736,217931.4951,10639.57462,6001618.732,13777.05557,958589.1331,8904853.322,335306.5253,113968.0748,4602662.715,2440.258801,74655.00597,14905.60115,8793.616057,15818.80258,60698.64535,60916.33718,3365842.661,1523423.313,1081359.5,320861.2406,365888.8316,150040.189,318768.1721,784054.5497,5336.935472,106152.2043,10766.3168,141169.8186,162764.9125,1617427.051,1780784.481,11978.73283,2610531.936,476034.4952,66840.32932,2061.594993,101.116875,4887.580514,2356113.254,3718.396447,18375.49478,254969.3922,5339354.985,1160616.447,9139.643392,63334.52802,4447.028385,22098.70949,5441.388924,1955548.516,23054.39587,23619.38175,1788.132222,478439.5144,52121.57747,4488186.459,2973.837868,2133406.935,96818.50554,9710.355372,698485.6569,283804.1542,24151.50378,80237.02847,108611.0827,251169.2648,3948.568747,15956.12855,11937.46557,2809.747023,12523.64389,203658.057,6771.437226,23441.96112,5553.552085,718004.7275,917.3118033,29326.98366,11737.60793,6548.106456,104785.1415,3151.530359,5452.841469,47112.65822,71206.41685,8692.734953,215129.3703,3325.133807,17331.28499,18464.94166,477.9105048,1460.229144,498880.0211,5055.524437,50088.15699,149017.198,977.0199713,3670.802432,9157.507098,2118.786943,444.7585398,10538.67859,25753.50465,880499.6041,118506.9476,32800.41222,16042.29198,23586.22072,414136.9941,35853.06351,25683.67451,2019.026079,71209.51113,184566.0525,13733.0889,20900.1814,5971.66785,16742.53886,9921.087695,17969.08935,3011.742471,379.6728078,223817.9487,45292.44096,5975.370743,7765.217964,7155.009982,2863.059481,4695.204593,154263.8483,33437.27515,198491.7711,42111.53654,6222.063017,3629.488782,4612.687407
set1_gray_843_L4,pos,2ppm_FA,wt / wt,1,sample,843,L4,56.7,3760.501708,93830.19902,183351.6488,772119.942,40579.28721,41628.08278,41113.81518,32506.77744,32328.51698,35592641.78,307930.1012,32689.28696,502184.1627,110640.9195,18224.09945,305253.7852,10061.26797,7638568.085,11945.80395,1040135.331,15541371.82,299101.5245,166485.2892,6253055.825,1808.377157,89096.50793,22748.34073,9296.006138,21613.79707,132124.6635,132502.837,4022524.277,1543611.307,1010870.594,423867.0715,309177.4163,352846.036,509528.7372,645312.1426,8557.12709,88154.71798,11353.42662,243897.8962,339269.601,1431746.241,1617405.199,16575.88337,3073311.819,461913.4941,102501.4654,1559.517208,487.9121556,8101.403956,2056471.732,2394.36413,19594.39161,465779.6115,8486892.438,1104029.93,5087.439615,77754.53135,4685.178748,24889.20438,9898.320134,1614932.582,33048.75913,21151.15308,1274.231155,464876.5656,50711.94808,69964.67388,2900.449861,887955.0367,108302.0394,9321.542461,1318110.713,275439.4016,18014.45989,41261.43694,288197.5849,290871.1429,4532.551822,22318.14331,4896.717871,3400.549762,15082.26589,140576.7968,4056.885655,16237.11162,5038.905145,1686078.719,2164.099899,25847.48214,7455.718126,5868.246709,83320.29666,1269.698272,5202.101883,56935.11208,117226.3967,22670.65755,268897.9189,952.6273216,28021.06138,28244.28199,109.1614187,3164.43825,1115202.046,3427.048216,45737.71509,142129.5472,897.3905046,1879.141609,3213.524024,2041.583552,108.4139845,31596.49761,26140.77942,824686.5888,201448.0447,20555.697,33041.67394,29130.91752,590025.9312,81160.83816,50341.34879,2445.569433,97517.44943,214019.8693,23777.44451,33333.81173,19608.15705,51691.23299,4299.950382,77397.80478,8035.215145,1557.112501,649224.976,108164.1354,15339.74844,9108.859805,7457.278165,4778.919018,6294.217866,292980.1905,94040.5579,319229.5029,54841.43693,17165.82783,6852.597638,6108.800176
set1_gray_843_L5,pos,2ppm_FA,wt / wt,1,sample,843,L5,62.6,3500.449012,72566.46241,192539.9561,816469.2815,43092.65334,44204.06025,43893.88793,39799.31126,39246.34218,41298152.21,346341.6601,28943.18209,472106.4948,107940.6072,24602.00545,243134.9608,7966.007989,8420569.794,12122.24132,1148272.561,13444344.43,358655.0058,187905.7832,6461689.156,1666.785548,104795.3119,21431.3001,9334.99169,22433.59733,132141.3634,132150.9804,4096111.738,1812270.686,1160804.068,489134.9141,358552.0036,355862.5168,649689.0508,730671.8174,5572.554762,106511.7113,13702.54634,228720.4376,292194.3606,1798256.59,1814049.74,13399.40683,3473877.294,554768.0219,89849.75124,1501.904981,386.1165229,8814.98622,2378952.629,1803.958342,21144.46896,439494.8599,7944990.257,1266916.286,9691.571356,78027.36736,5754.010283,22418.96621,11953.5087,1960069.347,37263.52945,21675.38072,386.5693727,544143.9293,55925.4687,8497203.923,2379.343975,1272619.051,102926.0929,11502.10226,1238606.866,334970.4954,23507.19949,41430.65052,261849.0104,336212.1731,5267.172148,20208.09755,7961.380431,2866.821129,17140.55825,166895.5407,6397.081277,19801.50779,5282.700763,2078838.225,1806.948005,32803.45121,25854.12438,6383.207753,140531.9095,2970.881547,3877.150278,93314.57117,127951.1476,23355.48571,245121.0757,652.7510582,26379.77699,25791.27909,694.7539447,2575.280702,522648.6425,4485.208238,49574.13338,132150.4617,859.6464315,2738.417879,3957.463087,2794.204525,458.9540741,32392.68469,27670.5597,846417.2179,237317.6531,23020.86751,16863.11082,28238.79678,629842.5384,80030.21612,48916.72669,2845.834144,114461.8323,249335.1574,24971.41713,33359.80904,16538.57873,57196.55883,5351.614391,72882.8019,9927.72646,2267.380922,647995.5316,118215.7054,9190.502657,9569.446521,9481.788012,5639.915759,7455.569941,315747.4168,168245.0064,343173.142,61773.33258,17509.44499,3172.634661,8130.526396
set1_green_574_R1,pos,10ppm_FA,wt / wt,1,sample,574,R1,55.8,2729.254547,49795.45565,153125.7893,462322.0081,38266.62855,38689.80032,38335.25289,40326.29584,40053.46021,23235884.88,138573.4338,25005.80168,217199.6201,169876.0116,40270.42196,268484.8034,5673.682339,4761179.265,11452.76578,895795.7381,6955989.519,311127.3851,150833.7638,4501896.345,3013.956895,157776.9535,15509.23578,8219.688998,12950.03019,65941.10136,64472.87426,3337226.206,1699409.22,1113378.128,486369.1527,217317.3389,573151.392,353627.6381,890642.1553,5654.823023,50282.39064,10666.31203,181088.758,156976.6103,94156.24967,1212943.392,11133.86494,2247675.016,432149.7095,354346.5938,1738.395344,107.2884454,2616.002091,2053792.572,2379.104694,15305.86131,295575.7624,5047577.769,1230956.606,8128.882659,67444.35291,1174.821123,10649.13001,3593.140271,1042305.235,13838.1572,18042.88823,518.4101268,476035.6093,47791.67558,5394150.92,28498.25035,2984340.887,76167.66857,5933.519676,894173.9044,373546.9272,17136.43405,117418.8573,332691.3821,166495.2115,5403.094787,42961.48833,4031.067755,1371.275907,25305.41199,151883.8576,4311.750799,16908.84566,4302.218659,847827.9582,1665.658854,15539.29515,6873.889413,13467.12958,83937.63475,3567.008629,8026.740451,62847.99176,3589.556563,83648.43102,441267.1887,1470.149891,15283.83889,21465.78434,219.2098595,1707.433305,1030980.785,3251.201316,45889.53198,75575.68947,877.5989618,592.8474358,3007.327152,3727.027553,,20496.923,29734.45007,588915.0991,30055.72159,21963.45171,17242.30388,23912.56689,510169.9658,91104.28205,46927.48526,509.8741586,95172.06701,233599.9563,35884.6968,28717.42974,17823.22566,18622.30414,4238.551264,39676.84639,6074.321795,1292.184723,489180.8521,74437.89812,6933.875045,5102.64862,3778.211405,1787.813414,5564.457094,190516.2006,42484.60459,184555.9944,51956.9087,9240.013739,3941.349793,6281.952188
set1_green_592_L3,pos,10ppm_FA,wt / wt,1,sample,592,L3,56.7,3289.163096,42015.37916,158775.5101,707106.8077,15406.56602,16380.86826,15935.68068,31310.01205,30862.35695,38321816.69,293448.3434,47978.32556,416464.294,55462.65376,58515.04821,209877.5331,5032.886215,7987236.199,12270.57613,1221620.273,11048862.66,399219.4921,236484.5158,5436375.357,1939.189878,92108.78186,17643.22704,7601.501401,22295.18283,84853.99531,84822.58381,3575485.559,2064804.215,1446006.791,408025.5101,369266.718,213901.1221,465836.0723,1161666.062,3632.981267,37555.66826,10898.2581,178243.3794,223477.1943,1809273.633,1949884.821,7835.98076,3441139.569,590769.281,128845.0961,3459.642813,545.5369498,4868.744233,2486245.504,2933.417302,17923.65574,393649.7733,6444785.672,1356947.35,7017.238613,55287.65449,3107.150975,22665.05563,10730.80606,2031666.71,11315.89203,21466.84229,122.3852961,618910.6437,61328.33926,7151716.721,3713.405864,1279083.044,88037.46989,7737.243413,1092077.316,396604.4644,26063.01022,42430.15738,243032.1614,320749.1818,7093.593002,11843.45976,7760.183647,1328.748371,17164.53655,232279.9553,5509.799598,26018.28799,4217.087505,1255281.147,371.4162669,24635.33639,15979.57636,6298.84856,201014.756,2951.124716,4437.397583,96770.78392,5436.300775,7690.127911,498910.0895,10898.05601,57886.28761,20788.1007,118.1690909,1147.283305,533926.8507,4880.20688,70658.08941,169613.695,1055.842027,3287.353234,1829.33854,2697.764447,265.7261866,13659.08484,43439.57218,1385196.42,46177.35083,52245.21182,18866.68096,43994.28785,686675.8868,27752.4971,12988.04018,2145.461189,79090.13769,137083.909,38977.97159,19529.73734,12584.62542,66617.5003,14471.93969,4391.926176,24588.12297,398.575075,100751.6529,14694.97839,6372.441962,6068.193438,2901.24584,4247.675876,5869.71585,240471.8675,75203.86274,173215.2687,48186.34182,6175.39406,2749.421384,6228.279059
set1_green_593_R1,pos,10ppm_FA,wt / wt,1,sample,593,R1,46,4468.436846,49554.37869,175202.5684,547267.5883,16853.38228,17165.12659,16630.80745,44244.52591,43915.98057,20089906.79,215364.9357,24733.29825,383794.1396,165093.6318,45324.4579,430223.5785,8071.260609,5804622.141,17817.8555,1061699.548,7704168.062,416113.5412,137782.4946,4363866.904,2870.241836,216910.7908,16484.13113,11625.94235,15612.99504,60783.9395,60783.9395,3257661.086,1821709.594,1261426.12,480798.7248,241078.3452,439270.6941,385566.4734,1344937.842,2832.433552,78761.77806,10572.21615,131046.6987,157954.1145,229350.886,1304091.635,6429.112853,2745697.131,584750.2499,108901.1715,13335.93958,,3830.103863,2073188.151,2601.161967,13463.91451,326823.6763,5452638.373,1274764.682,10030.12312,55731.74466,1165.550443,12584.27746,3718.794433,1501124.034,17842.10378,19689.60397,1024.878972,500527.4487,52000.56074,4932669.748,14912.13895,4483959.037,98789.10738,8165.800171,1174890.66,398817.353,23500.38118,199165.5133,317642.7252,160702.5967,8276.302419,38606.7699,2153.614485,821.7189267,35201.98254,265458.3053,7072.029641,30082.47399,4907.775826,769479.8434,701.9220213,19339.75943,29675.84427,8892.008021,183402.7198,3025.865802,6644.117385,71721.32295,7880.074222,23121.68705,280745.6992,11722.16551,19314.01157,21100.16298,129.3157787,870.7177575,1111357.383,4267.533125,50079.38483,121798.244,1277.799383,850.4328745,2154.428447,2199.539474,381.6514058,10782.72847,28309.6888,826742.1222,41623.52478,34641.34146,25571.55803,23194.70483,368853.0465,58623.87688,30667.64092,916.387925,73224.62403,223399.4532,32415.64044,15250.07682,9638.160007,24068.48255,12065.80721,10607.54927,5661.465352,232.130216,239668.9707,41271.87109,7616.062809,6230.033163,9108.525038,2269.779675,5445.099142,184625.0252,12647.93188,206239.6401,54743.00411,2554.187113,3747.826149,4334.588509
set1_green_614_R4,pos,10ppm_FA,wt / wt,1,sample,614,R4,41.5,3306.660023,75161.837,187580.2872,549439.678,12058.29883,12586.48081,12421.72117,39007.17668,38717.05189,23961302.5,222108.1152,23662.8879,345483.3818,52701.32586,14981.14069,349061.7069,8235.055208,5535654.549,8648.612006,698958.7605,8542063.633,247578.2249,130695.7243,4350548.43,1310.716828,99222.31039,12095.16352,9298.615501,21204.41977,62779.92478,62785.41465,3939138.836,1046375.082,655404.7984,394033.2708,150641.9639,195423.6796,333826.2218,1403322.409,4282.460686,84047.57458,4979.05411,90790.65855,167923.6872,571808.0702,804013.2629,6963.599289,3123373.959,300021.0794,70421.15025,1564.307201,248.1771341,1874.40057,1499172.144,4206.478562,8235.784109,336337.6391,6091914.077,714660.2206,7055.554172,34386.23674,4173.078305,19811.81599,3178.944858,1175443.706,15630.31501,15988.32709,107.5262033,300727.232,34608.5831,4314182.132,4155.591527,5597630.202,69128.54032,12000.97491,1577747.344,187540.7282,9490.99441,80362.85701,241323.8985,128902.6219,3467.048671,9659.904191,3599.202511,217.486115,18604.75697,184561.7584,22252.51511,19394.40439,4679.374223,2499110.236,450.0464663,11604.48354,19979.12596,5633.479989,167519.9128,1149.33007,2042.86541,40774.68397,2955.107548,8953.76962,294763.8047,8240.492379,18971.15625,20400.09829,144.8960116,763.0488843,1048850.294,2796.304121,49652.71159,181236.6494,650.1002832,2628.100486,1425.199225,2219.025406,228.7671036,9313.034407,25198.09098,985719.5445,40665.71934,27368.73668,37643.74109,42602.34178,292589.4506,46662.03687,28340.55917,1367.991069,47738.09175,300534.876,43106.19228,23068.96798,7427.092532,17053.83094,2804.684588,18655.62251,7206.76158,215.207807,231689.2834,22133.60818,7595.482447,7602.140877,19113.5401,2825.441993,4163.381101,193176.2452,7780.404664,232938.8249,48453.60951,2786.962489,4560.679748,4947.042179
set1_green_675_L6,pos,10ppm_FA,wt / wt,1,sample,675,L6,41.5,3161.833739,68948.37829,140605.4703,544571.9923,18253.17407,19089.74265,18473.55213,28751.83718,27943.40312,30460241.96,211267.3265,17365.16249,315580.8582,69808.80241,23905.24035,226581.0384,5775.096357,4468970.774,11027.04988,849226.8332,8978275.765,258910.385,148172.1976,4306995.343,2107.806322,138546.9801,17806.61807,11600.4432,16014.6953,57548.50278,57548.50278,2982325.407,1252479.964,896224.5573,343472.3784,290815.363,258332.7191,426304.6471,804370.4506,13767.36371,102793.0646,10646.91144,140327.7703,166863.239,914279.8164,1119311.885,7424.954196,2404053.857,452175.6621,70636.91588,3531.970269,704.6875097,6067.597016,1670020.898,4425.150489,21650.42293,233226.4785,4703123.78,918066.1513,13251.78741,69137.33074,3786.403187,19990.87665,4943.756312,1254876.241,17895.23346,23496.68443,1075.295454,325542.7451,41970.53783,4259777.687,4395.106851,2802970.003,80271.35481,14879.50464,1058171.88,252046.9746,24207.11959,31360.61706,207526.3788,190131.2769,4101.317003,14888.4054,8700.714924,4037.964969,21676.61248,172961.0509,10519.87406,22461.08205,7191.23566,1185259.927,564.8303843,26530.18313,33060.93532,8121.546119,236672.8998,4399.146569,4922.719304,118048.9606,106777.3793,11472.03405,157406.3895,5340.7085,18342.85134,18979.09451,8216.007548,1139.128899,673179.0924,2413.888207,53583.49091,126631.3797,1409.477395,2454.078099,10227.78361,3894.875832,818.9135279,16881.36741,35979.6228,804143.6215,151050.6902,36753.39871,6661.920305,26679.78894,418687.8882,45378.20549,36450.80694,869.4728156,93051.27738,129337.3359,26180.32288,9044.071378,9537.279678,14060.86279,2947.616427,13025.52289,5240.019649,208.9637857,191403.525,67007.36624,8049.071392,8377.136116,9546.452533,2373.023423,5812.089033,169870.8256,28399.60366,177963.5092,61105.74938,1345.085776,4589.064598,6839.10907
set1_green_675_L9,pos,10ppm_FA,wt / wt,1,sample,675,L9,39.1,3138.361259,61210.94862,177830.1914,692229.8542,17346.9494,17784.09512,17304.81854,39659.67797,39386.55607,23387105.46,271015.6097,24358.15335,412525.3215,54112.54045,30275.34234,129310.8137,10121.5391,6009654.521,12857.10781,1003064.973,9781759.946,326934.1031,153086.7689,4927616.425,1295.412539,119944.4699,18494.0146,11190.72786,18985.03332,61279.00856,61655.64744,3481310.073,1564930.705,1119995.778,361969.0081,326993.9261,277543.9367,507970.7018,736003.461,3999.898971,89751.68512,7525.331112,136504.243,164610.2468,1299686.046,1592327.452,11820.22816,2944799.154,514776.6994,53758.67884,1648.907623,417.4876586,5433.270085,2445634.517,3027.915429,16681.81087,314913.7922,4986156.959,1119893.343,8463.124279,64181.39352,3767.812228,8134.336173,4286.899639,2091353.883,8708.850279,18924.73929,677.8943001,465628.7144,49905.00986,5938472.718,1831.684405,1487431.088,75868.99639,5638.420031,1299128.716,265684.5034,20859.79345,188672.025,143051.235,252996.7339,2800.768553,12314.33334,10135.00867,2345.501585,19401.48916,158460.9327,7084.022054,17121.90318,4276.451632,937672.1251,2117.566502,38968.66616,33896.37655,4318.572683,75929.32848,1726.089626,4024.535972,33251.81056,67505.98786,13085.3213,205029.1782,1085.77671,14519.13691,19515.06412,166.5468701,1669.217107,1128487.597,2610.206292,46875.9405,127640.2358,1480.775561,1632.857377,4139.711421,2911.780238,126.3538181,9753.253037,23917.76199,722018.7212,202482.8075,22544.57011,16765.23206,22471.98483,527603.4207,53481.03379,30025.07642,1328.154489,93287.9386,186851.4605,2507.916923,24143.48131,11747.72,38474.79851,7662.227772,43568.68133,4938.371738,634.220236,394704.9816,60526.56539,9984.294964,4250.585404,10411.76003,3583.796802,5855.8776,208919.4959,44791.32413,209453.2155,,11229.41688,7149.416362,4742.47658
set1_green_773_L2,pos,10ppm_FA,wt / wt,1,sample,773,L2,44.6,3349.137721,113808.1546,181014.3013,780753.7733,23298.50428,24437.40979,23904.53766,54244.94749,53856.98092,33334547.73,334654.7393,44839.90813,381559.3099,82302.18461,48374.30119,330200.1723,5581.557842,7613290.845,19654.73197,951794.352,9217282.988,495811.0078,187651.9272,5497735.982,1034.174785,123660.491,18488.01897,13567.84859,17319.97669,88305.75234,88472.59053,4093872.468,1662420.276,1193556.224,472552.5887,469462.4374,445820.4574,450870.0635,977349.9921,7532.393768,87300.4854,18617.40418,186331.342,220167.4449,704176.4698,2098137.081,7024.792446,4166087.989,577235.7375,113029.6507,2649.861734,616.0767069,2221.985044,2313814.163,2626.593142,21546.19589,465411.5142,6439551.372,1114286.837,10418.93277,56217.56427,1623.916985,16688.37025,4422.644729,2115029.832,22548.45622,30121.45597,857.4868279,482694.6925,52029.2493,8154963.582,16575.3293,1518825.173,110694.7169,11168.59751,1223577.191,386339.5754,26357.13989,92587.12918,318557.2544,259029.365,5358.991153,15380.74194,7346.433147,1353.674863,22259.27593,236860.3236,10208.97364,28901.78157,4958.7462,714400.4793,1822.161737,73564.61586,11715.79607,10749.99819,203726.0363,1964.135321,3471.787718,120448.8845,4457.363244,33734.12685,182889.847,7530.738332,119476.4468,27894.02342,123.5342693,1535.964613,1421111.011,5330.790674,60959.39244,158365.7258,1815.048579,1243.78146,10425.79004,3150.616012,516.9500879,32306.27415,32459.48085,993463.9051,44835.05515,41428.57917,27702.214,31602.98099,621290.7306,45359.00432,25224.71208,1075.419506,110948.3576,218007.5463,40944.5866,26732.87487,17278.50384,56879.95548,3685.949566,15827.53613,9266.819882,217.8647664,294263.5382,61017.01503,6139.272551,6490.38504,20096.0813,2952.47392,9689.837739,203941.161,82321.35564,235120.8951,61359.80012,15967.14911,6483.197878,7056.597744
